epoch,loss_baseline,loss_spec,time_baseline_ms,time_spec_ms
127,0.154815346,0.154815346,0.001000,0.002000
128,0.153354272,0.153354272,0.000000,0.001000
129,0.151877850,0.151877850,0.001000,0.001000
130,0.150386512,0.150386512,0.001000,0.001000
131,0.148880631,0.148880631,0.001000,0.002000
132,0.147360831,0.147360831,0.001000,0.001000
133,0.145827532,0.145827532,0.001000,0.001000
134,0.144281462,0.144281462,0.001000,0.001000
135,0.142723218,0.142723218,0.001000,0.002000
136,0.141153499,0.141153499,0.001000,0.002000
137,0.139573008,0.139573008,0.001000,0.001000
138,0.137982592,0.137982592,0.001000,0.001000
139,0.136383072,0.136383072,0.001000,0.001000
140,0.134775385,0.134775385,0.001000,0.001000
141,0.133160397,0.133160397,0.001000,0.002000
142,0.131539136,0.131539136,0.001000,0.001000
143,0.129912466,0.129912466,0.001000,0.001000
144,0.128281593,0.128281593,0.001000,0.001000
145,0.126647413,0.126647413,0.001000,0.002000
146,0.125011027,0.125011027,0.001000,0.002000
147,0.123373583,0.123373583,0.001000,0.001000
148,0.121736132,0.121736132,0.001000,0.001000
149,0.120099761,0.120099761,0.001000,0.001000
150,0.118465617,0.118465617,0.001000,0.001000
151,0.116834827,0.116834827,0.001000,0.002000
152,0.115208402,0.115208402,0.001000,0.002000
153,0.113587484,0.113587484,0.001000,0.001000
154,0.111973122,0.111973122,0.001000,0.001000
155,0.110366344,0.110366344,0.001000,0.001000
156,0.108768284,0.108768284,0.001000,0.001000
157,0.107179776,0.107179776,0.001000,0.002000
158,0.105601840,0.105601840,0.001000,0.001000
159,0.104035407,0.104035407,0.001000,0.002000
160,0.102481365,0.102481365,0.000000,0.001000
161,0.100940540,0.100940540,0.001000,0.001000
162,0.099413738,0.099413738,0.001000,0.001000
163,0.097901717,0.097901717,0.001000,0.002000
164,0.096405193,0.096405193,0.001000,0.002000
165,0.094924770,0.094924770,0.001000,0.001000
166,0.093461096,0.093461096,0.001000,0.001000
167,0.092014775,0.092014775,0.001000,0.002000
168,0.090586253,0.090586253,0.001000,0.002000
169,0.089176059,0.089176059,0.001000,0.001000
170,0.087784499,0.087784499,0.001000,0.001000
171,0.086412042,0.086412042,0.001000,0.001000
172,0.085059002,0.085059002,0.001000,0.002000
173,0.083725587,0.083725587,0.001000,0.001000
174,0.082412094,0.082412094,0.001000,0.001000
175,0.081118688,0.081118688,0.001000,0.002000
176,0.079845496,0.079845496,0.001000,0.002000
177,0.078592673,0.078592673,0.001000,0.001000
178,0.077360317,0.077360317,0.001000,0.001000
179,0.076148376,0.076148376,0.001000,0.002000
180,0.074956939,0.074956939,0.001000,0.001000
181,0.073785901,0.073785901,0.001000,0.001000
182,0.072635278,0.072635278,0.001000,0.002000
183,0.071504936,0.071504936,0.001000,0.001000
184,0.070394851,0.070394851,0.001000,0.001000
185,0.069304839,0.069304839,0.001000,0.001000
186,0.068234690,0.068234690,0.001000,0.002000
187,0.067184307,0.067184307,0.001000,0.001000
188,0.066153504,0.066153504,0.001000,0.001000
189,0.065142021,0.065142021,0.001000,0.001000
190,0.064149693,0.064149693,0.001000,0.002000
191,0.063176274,0.063176274,0.001000,0.002000
192,0.062221497,0.062221497,0.001000,0.001000
193,0.061285101,0.061285101,0.001000,0.001000
194,0.060366873,0.060366873,0.001000,0.001000
195,0.059466474,0.059466474,0.001000,0.002000
196,0.058583695,0.058583695,0.001000,0.002000
197,0.057718188,0.057718188,0.001000,0.001000
198,0.056869712,0.056869712,0.001000,0.001000
199,0.056037940,0.056037940,0.001000,0.002000
200,0.055222593,0.055222593,0.001000,0.001000
201,0.054423403,0.054423403,0.001000,0.001000
202,0.053640023,0.053640023,0.001000,0.001000
203,0.052872188,0.052872188,0.001000,0.002000
204,0.052119575,0.052119575,0.001000,0.001000
205,0.051381912,0.051381912,0.001000,0.002000
206,0.050658897,0.050658897,0.001000,0.001000
207,0.049950249,0.049950249,0.001000,0.001000
208,0.049255662,0.049255662,0.001000,0.002000
209,0.048574820,0.048574820,0.001000,0.002000
210,0.047907498,0.047907498,0.001000,0.001000
211,0.047253348,0.047253348,0.001000,0.002000
212,0.046612158,0.046612158,0.001000,0.002000
213,0.045983575,0.045983575,0.001000,0.001000
214,0.045367353,0.045367353,0.001000,0.002000
215,0.044763304,0.044763304,0.001000,0.002000
216,0.044171065,0.044171065,0.001000,0.001000
217,0.043590397,0.043590397,0.001000,0.001000
218,0.043021087,0.043021087,0.001000,0.002000
219,0.042462818,0.042462818,0.001000,0.001000
220,0.041915417,0.041915417,0.001000,0.001000
221,0.041378587,0.041378587,0.001000,0.002000
222,0.040852133,0.040852133,0.001000,0.002000
223,0.040335789,0.040335789,0.001000,0.001000
224,0.039829344,0.039829344,0.001000,0.001000
225,0.039332561,0.039332561,0.001000,0.002000
226,0.038845252,0.038845252,0.001000,0.002000
227,0.038367182,0.038367182,0.001000,0.001000
228,0.037898149,0.037898149,0.001000,0.001000
229,0.037437927,0.037437927,0.001000,0.002000
230,0.036986317,0.036986317,0.001000,0.001000
231,0.036543183,0.036543183,0.001000,0.002000
232,0.036108255,0.036108255,0.001000,0.002000
233,0.035681412,0.035681412,0.001000,0.001000
234,0.035262439,0.035262439,0.001000,0.002000
235,0.034851160,0.034851160,0.001000,0.002000
236,0.034447409,0.034447409,0.001000,0.001000
237,0.034051009,0.034051009,0.001000,0.001000
238,0.033661805,0.033661805,0.001000,0.002000
239,0.033279613,0.033279613,0.001000,0.001000
240,0.032904301,0.032904301,0.001000,0.001000
241,0.032535702,0.032535702,0.001000,0.002000
242,0.032173660,0.032173660,0.001000,0.002000
243,0.031818040,0.031818040,0.001000,0.001000
244,0.031468701,0.031468701,0.001000,0.001000
245,0.031125501,0.031125501,0.001000,0.002000
246,0.030788293,0.030788293,0.001000,0.002000
247,0.030456964,0.030456964,0.001000,0.001000
248,0.030131366,0.030131366,0.001000,0.002000
249,0.029811373,0.029811373,0.001000,0.002000
250,0.029496875,0.029496875,0.001000,0.001000
251,0.029187724,0.029187724,0.001000,0.001000
252,0.028883848,0.028883848,0.001000,0.002000
253,0.028585095,0.028585095,0.001000,0.001000
254,0.028291374,0.028291374,0.001000,0.001000
255,0.028002569,0.028002569,0.001000,0.002000
256,0.027718581,0.027718581,0.001000,0.001000
257,0.027439289,0.027439289,0.001000,0.001000
258,0.027164593,0.027164593,0.001000,0.002000
259,0.026894428,0.026894428,0.001000,0.001000
260,0.026628660,0.026628660,0.001000,0.001000
261,0.026367206,0.026367206,0.001000,0.002000
262,0.026109997,0.026109997,0.001000,0.002000
263,0.025856908,0.025856908,0.001000,0.001000
264,0.025607876,0.025607876,0.001000,0.001000
265,0.025362805,0.025362805,0.001000,0.002000
266,0.025121603,0.025121603,0.001000,0.002000
267,0.024884231,0.024884231,0.001000,0.001000
268,0.024650557,0.024650557,0.001000,0.002000
269,0.024420559,0.024420559,0.001000,0.002000
270,0.024194106,0.024194106,0.001000,0.001000
271,0.023971155,0.023971155,0.001000,0.002000
272,0.023751656,0.023751656,0.001000,0.001000
273,0.023535499,0.023535499,0.001000,0.001000
274,0.023322629,0.023322629,0.001000,0.002000
275,0.023112969,0.023112969,0.001000,0.001000
276,0.022906492,0.022906492,0.001000,0.001000
277,0.022703100,0.022703100,0.001000,0.002000
278,0.022502741,0.022502741,0.001000,0.001000
279,0.022305373,0.022305373,0.001000,0.001000
280,0.022110887,0.022110887,0.001000,0.002000
281,0.021919282,0.021919282,0.001000,0.002000
282,0.021730488,0.021730488,0.001000,0.001000
283,0.021544419,0.021544419,0.001000,0.002000
284,0.021361046,0.021361046,0.001000,0.002000
285,0.021180324,0.021180324,0.001000,0.001000
286,0.021002186,0.021002186,0.001000,0.001000
287,0.020826582,0.020826582,0.001000,0.002000
288,0.020653479,0.020653479,0.001000,0.001000
289,0.020482823,0.020482823,0.001000,0.002000
290,0.020314565,0.020314565,0.001000,0.002000
291,0.020148654,0.020148654,0.001000,0.001000
292,0.019985056,0.019985056,0.001000,0.001000
293,0.019823730,0.019823730,0.001000,0.002000
294,0.019664621,0.019664621,0.001000,0.001000
295,0.019507678,0.019507678,0.001000,0.001000
296,0.019352879,0.019352879,0.001000,0.002000
297,0.019200196,0.019200196,0.001000,0.001000
298,0.019049574,0.019049574,0.001000,0.001000
299,0.018900974,0.018900974,0.001000,0.002000
300,0.018754369,0.018754369,0.002000,0.001000
301,0.018609701,0.018609701,0.001000,0.002000
302,0.018466972,0.018466972,0.001000,0.001000
303,0.018326106,0.018326106,0.001000,0.001000
304,0.018187091,0.018187091,0.001000,0.002000
305,0.018049892,0.018049892,0.001000,0.002000
306,0.017914496,0.017914496,0.001000,0.001000
307,0.017780840,0.017780840,0.001000,0.002000
308,0.017648894,0.017648894,0.001000,0.001000
309,0.017518649,0.017518649,0.001000,0.001000
310,0.017390069,0.017390069,0.001000,0.001000
311,0.017263111,0.017263111,0.001000,0.002000
312,0.017137775,0.017137775,0.001000,0.001000
313,0.017013997,0.017013997,0.001000,0.001000
314,0.016891772,0.016891772,0.001000,0.002000
315,0.016771074,0.016771074,0.001000,0.001000
316,0.016651869,0.016651869,0.001000,0.001000
317,0.016534148,0.016534148,0.001000,0.002000
318,0.016417872,0.016417872,0.001000,0.002000
319,0.016303016,0.016303016,0.001000,0.001000
320,0.016189545,0.016189545,0.001000,0.001000
321,0.016077451,0.016077451,0.001000,0.002000
322,0.015966728,0.015966728,0.001000,0.001000
323,0.015857317,0.015857317,0.001000,0.001000
324,0.015749216,0.015749216,0.001000,0.002000
325,0.015642412,0.015642412,0.001000,0.001000
326,0.015536877,0.015536877,0.001000,0.001000
327,0.015432563,0.015432563,0.001000,0.002000
328,0.015329487,0.015329487,0.001000,0.002000
329,0.015227624,0.015227624,0.001000,0.001000
330,0.015126942,0.015126942,0.001000,0.001000
331,0.015027413,0.015027413,0.001000,0.002000
332,0.014929043,0.014929043,0.001000,0.001000
333,0.014831800,0.014831800,0.001000,0.001000
334,0.014735658,0.014735658,0.001000,0.002000
335,0.014640624,0.014640624,0.001000,0.001000
336,0.014546670,0.014546670,0.001000,0.001000
337,0.014453758,0.014453758,0.001000,0.002000
338,0.014361914,0.014361914,0.001000,0.001000
339,0.014271070,0.014271070,0.001000,0.001000
340,0.014181253,0.014181253,0.001000,0.002000
341,0.014092432,0.014092432,0.001000,0.001000
342,0.014004590,0.014004590,0.001000,0.001000
343,0.013917712,0.013917712,0.001000,0.002000
344,0.013831783,0.013831783,0.001000,0.001000
345,0.013746781,0.013746781,0.001000,0.001000
346,0.013662724,0.013662724,0.001000,0.002000
347,0.013579560,0.013579560,0.002000,0.001000
348,0.013497286,0.013497286,0.002000,0.001000
349,0.013415908,0.013415908,0.001000,0.002000
350,0.013335388,0.013335388,0.001000,0.001000
351,0.013255731,0.013255731,0.001000,0.001000
352,0.013176903,0.013176903,0.001000,0.002000
353,0.013098915,0.013098915,0.001000,0.001000
354,0.013021742,0.013021742,0.001000,0.001000
355,0.012945389,0.012945389,0.001000,0.002000
356,0.012869820,0.012869820,0.001000,0.001000
357,0.012795022,0.012795022,0.001000,0.002000
358,0.012721011,0.012721011,0.001000,0.001000
359,0.012647751,0.012647751,0.001000,0.002000
360,0.012575246,0.012575246,0.001000,0.001000
361,0.012503481,0.012503481,0.001000,0.001000
362,0.012432447,0.012432447,0.001000,0.002000
363,0.012362124,0.012362124,0.001000,0.001000
364,0.012292515,0.012292515,0.001000,0.001000
365,0.012223593,0.012223593,0.001000,0.002000
366,0.012155362,0.012155362,0.002000,0.001000
367,0.012087826,0.012087826,0.001000,0.001000
368,0.012020946,0.012020946,0.001000,0.002000
369,0.011954722,0.011954722,0.001000,0.001000
370,0.011889150,0.011889150,0.001000,0.001000
371,0.011824233,0.011824233,0.001000,0.002000
372,0.011759943,0.011759943,0.001000,0.002000
373,0.011696270,0.011696270,0.001000,0.001000
374,0.011633215,0.011633215,0.001000,0.002000
375,0.011570775,0.011570775,0.001000,0.002000
376,0.011508935,0.011508935,0.001000,0.001000
377,0.011447676,0.011447676,0.001000,0.001000
378,0.011387000,0.011387000,0.001000,0.002000
379,0.011326898,0.011326898,0.001000,0.001000
380,0.011267379,0.011267379,0.001000,0.001000
381,0.011208411,0.011208411,0.001000,0.002000
382,0.011149989,0.011149989,0.001000,0.001000
383,0.011092117,0.011092117,0.001000,0.001000
384,0.011034797,0.011034797,0.001000,0.002000
385,0.010977997,0.010977997,0.001000,0.001000
386,0.010921721,0.010921721,0.001000,0.001000
387,0.010865973,0.010865973,0.001000,0.002000
388,0.010810724,0.010810724,0.001000,0.001000
389,0.010755988,0.010755988,0.001000,0.001000
390,0.010701741,0.010701741,0.001000,0.002000
391,0.010647990,0.010647990,0.001000,0.001000
392,0.010594723,0.010594723,0.001000,0.001000
393,0.010541942,0.010541942,0.001000,0.002000
394,0.010489633,0.010489633,0.001000,0.002000
395,0.010437790,0.010437790,0.001000,0.001000
396,0.010386402,0.010386402,0.001000,0.002000
397,0.010335468,0.010335468,0.002000,0.001000
398,0.010284996,0.010284996,0.001000,0.001000
399,0.010234964,0.010234964,0.001000,0.002000
400,0.010185375,0.010185375,0.001000,0.001000
401,0.010136207,0.010136207,0.001000,0.001000
402,0.010087471,0.010087471,0.001000,0.002000
403,0.010039155,0.010039155,0.001000,0.002000
404,0.009991275,0.009991275,0.001000,0.001000
405,0.009943783,0.009943783,0.001000,0.002000
406,0.009896711,0.009896711,0.001000,0.001000
407,0.009850039,0.009850039,0.001000,0.002000
408,0.009803766,0.009803766,0.001000,0.002000
409,0.009757891,0.009757891,0.001000,0.001000
410,0.009712389,0.009712389,0.001000,0.002000
411,0.009667286,0.009667286,0.001000,0.002000
412,0.009622565,0.009622565,0.001000,0.001000
413,0.009578209,0.009578209,0.001000,0.001000
414,0.009534216,0.009534216,0.001000,0.002000
415,0.009490602,0.009490602,0.001000,0.001000
416,0.009447346,0.009447346,0.001000,0.001000
417,0.009404447,0.009404447,0.001000,0.001000
418,0.009361902,0.009361902,0.001000,0.002000
419,0.009319693,0.009319693,0.001000,0.001000
420,0.009277839,0.009277839,0.001000,0.002000
421,0.009236328,0.009236328,0.001000,0.002000
422,0.009195155,0.009195155,0.001000,0.001000
423,0.009154307,0.009154307,0.001000,0.001000
424,0.009113793,0.009113793,0.001000,0.002000
425,0.009073607,0.009073607,0.002000,0.001000
426,0.009033745,0.009033745,0.001000,0.001000
427,0.008994195,0.008994195,0.001000,0.002000
428,0.008954959,0.008954959,0.001000,0.001000
429,0.008916044,0.008916044,0.001000,0.001000
430,0.008877415,0.008877415,0.001000,0.001000
431,0.008839106,0.008839106,0.001000,0.002000
432,0.008801100,0.008801100,0.001000,0.002000
433,0.008763383,0.008763383,0.001000,0.001000
434,0.008725966,0.008725966,0.001000,0.001000
435,0.008688833,0.008688833,0.001000,0.002000
436,0.008651992,0.008651992,0.001000,0.001000
437,0.008615433,0.008615433,0.001000,0.001000
438,0.008579161,0.008579161,0.001000,0.001000
439,0.008543159,0.008543159,0.001000,0.002000
440,0.008507431,0.008507431,0.001000,0.002000
441,0.008471989,0.008471989,0.001000,0.001000
442,0.008436805,0.008436805,0.001000,0.001000
443,0.008401890,0.008401890,0.001000,0.002000
444,0.008367240,0.008367240,0.001000,0.001000
445,0.008332850,0.008332850,0.001000,0.001000
446,0.008298718,0.008298718,0.001000,0.002000
447,0.008264842,0.008264842,0.001000,0.001000
448,0.008231209,0.008231209,0.001000,0.001000
449,0.008197837,0.008197837,0.001000,0.001000
450,0.008164715,0.008164715,0.001000,0.002000
451,0.008131829,0.008131829,0.001000,0.002000
452,0.008099185,0.008099185,0.001000,0.001000
453,0.008066790,0.008066790,0.001000,0.001000
454,0.008034614,0.008034614,0.001000,0.002000
455,0.008002685,0.008002685,0.001000,0.002000
456,0.007970993,0.007970993,0.001000,0.001000
457,0.007939519,0.007939519,0.001000,0.001000
458,0.007908276,0.007908276,0.001000,0.002000
459,0.007877259,0.007877259,0.001000,0.002000
460,0.007846465,0.007846465,0.001000,0.001000
461,0.007815892,0.007815892,0.001000,0.001000
462,0.007785530,0.007785530,0.001000,0.002000
463,0.007755394,0.007755394,0.001000,0.002000
464,0.007725466,0.007725466,0.001000,0.001000
465,0.007695750,0.007695750,0.001000,0.002000
466,0.007666243,0.007666243,0.001000,0.002000
467,0.007636945,0.007636945,0.001000,0.001000
468,0.007607846,0.007607846,0.001000,0.001000
469,0.007578954,0.007578954,0.001000,0.002000
470,0.007550272,0.007550272,0.001000,0.001000
471,0.007521776,0.007521776,0.001000,0.001000
472,0.007493483,0.007493483,0.001000,0.001000
473,0.007465384,0.007465384,0.001000,0.002000
474,0.007437483,0.007437483,0.002000,0.001000
475,0.007409770,0.007409770,0.001000,0.001000
476,0.007382247,0.007382247,0.001000,0.002000
477,0.007354915,0.007354915,0.001000,0.001000
478,0.007327761,0.007327761,0.001000,0.001000
479,0.007300795,0.007300795,0.001000,0.002000
480,0.007274011,0.007274011,0.001000,0.002000
481,0.007247407,0.007247407,0.002000,0.001000
482,0.007220984,0.007220984,0.001000,0.002000
483,0.007194741,0.007194741,0.001000,0.002000
484,0.007168669,0.007168669,0.001000,0.001000
485,0.007142771,0.007142771,0.001000,0.001000
486,0.007117038,0.007117038,0.001000,0.002000
487,0.007091487,0.007091487,0.001000,0.002000
488,0.007066096,0.007066096,0.001000,0.001000
489,0.007040875,0.007040875,0.001000,0.001000
490,0.007015827,0.007015827,0.001000,0.002000
491,0.006990931,0.006990931,0.001000,0.002000
492,0.006966203,0.006966203,0.001000,0.002000
493,0.006941634,0.006941634,0.001000,0.002000
494,0.006917222,0.006917222,0.001000,0.002000
495,0.006892978,0.006892978,0.001000,0.001000
496,0.006868882,0.006868882,0.001000,0.002000
497,0.006844951,0.006844951,0.001000,0.002000
498,0.006821164,0.006821164,0.001000,0.001000
499,0.006797533,0.006797533,0.001000,0.001000
500,0.006774051,0.006774051,0.001000,0.002000
501,0.006750727,0.006750727,0.001000,0.001000
502,0.006727543,0.006727543,0.001000,0.001000
503,0.006704499,0.006704499,0.001000,0.002000
504,0.006681614,0.006681614,0.001000,0.002000
505,0.006658869,0.006658869,0.001000,0.001000
506,0.006636258,0.006636258,0.001000,0.001000
507,0.006613799,0.006613799,0.001000,0.002000
508,0.006591476,0.006591476,0.001000,0.002000
509,0.006569293,0.006569293,0.001000,0.001000
510,0.006547248,0.006547248,0.001000,0.001000
511,0.006525342,0.006525342,0.001000,0.002000
512,0.006503561,0.006503561,0.002000,0.001000
513,0.006481926,0.006481926,0.001000,0.001000
514,0.006460421,0.006460421,0.001000,0.002000
515,0.006439045,0.006439045,0.001000,0.002000
516,0.006417803,0.006417803,0.001000,0.001000
517,0.006396687,0.006396687,0.001000,0.002000
518,0.006375703,0.006375703,0.001000,0.002000
519,0.006354846,0.006354846,0.001000,0.001000
520,0.006334113,0.006334113,0.001000,0.002000
521,0.006313504,0.006313504,0.001000,0.002000
522,0.006293016,0.006293016,0.001000,0.002000
523,0.006272656,0.006272656,0.001000,0.002000
524,0.006252417,0.006252417,0.001000,0.002000
525,0.006232305,0.006232305,0.001000,0.001000
526,0.006212301,0.006212301,0.001000,0.002000
527,0.006192428,0.006192428,0.001000,0.002000
528,0.006172664,0.006172664,0.001000,0.001000
529,0.006153023,0.006153023,0.001000,0.001000
530,0.006133480,0.006133480,0.001000,0.002000
531,0.006114076,0.006114076,0.001000,0.002000
532,0.006094774,0.006094774,0.001000,0.001000
533,0.006075591,0.006075591,0.001000,0.001000
534,0.006056511,0.006056511,0.001000,0.002000
535,0.006037545,0.006037545,0.001000,0.001000
536,0.006018694,0.006018694,0.001000,0.001000
537,0.005999950,0.005999950,0.001000,0.001000
538,0.005981304,0.005981304,0.001000,0.001000
539,0.005962783,0.005962783,0.001000,0.002000
540,0.005944357,0.005944357,0.001000,0.002000
541,0.005926037,0.005926037,0.001000,0.002000
542,0.005907828,0.005907828,0.001000,0.002000
543,0.005889717,0.005889717,0.001000,0.001000
544,0.005871709,0.005871709,0.001000,0.001000
545,0.005853808,0.005853808,0.001000,0.002000
546,0.005836006,0.005836006,0.002000,0.001000
547,0.005818298,0.005818298,0.001000,0.002000
548,0.005800695,0.005800695,0.001000,0.002000
549,0.005783192,0.005783192,0.001000,0.001000
550,0.005765785,0.005765785,0.001000,0.001000
551,0.005748475,0.005748475,0.001000,0.002000
552,0.005731259,0.005731259,0.001000,0.002000
553,0.005714150,0.005714150,0.001000,0.001000
554,0.005697127,0.005697127,0.001000,0.002000
555,0.005680195,0.005680195,0.001000,0.001000
556,0.005663359,0.005663359,0.001000,0.001000
557,0.005646619,0.005646619,0.001000,0.002000
558,0.005629969,0.005629969,0.001000,0.002000
559,0.005613412,0.005613412,0.001000,0.001000
560,0.005596947,0.005596947,0.001000,0.002000
561,0.005580567,0.005580567,0.001000,0.002000
562,0.005564273,0.005564273,0.002000,0.001000
563,0.005548079,0.005548079,0.001000,0.001000
564,0.005531959,0.005531959,0.001000,0.002000
565,0.005515935,0.005515935,0.001000,0.002000
566,0.005499988,0.005499988,0.001000,0.001000
567,0.005484146,0.005484146,0.001000,0.001000
568,0.005468378,0.005468378,0.001000,0.002000
569,0.005452696,0.005452696,0.001000,0.002000
570,0.005437086,0.005437086,0.001000,0.001000
571,0.005421571,0.005421571,0.001000,0.001000
572,0.005406138,0.005406138,0.001000,0.002000
573,0.005390787,0.005390787,0.001000,0.001000
574,0.005375509,0.005375509,0.001000,0.001000
575,0.005360317,0.005360317,0.001000,0.002000
576,0.005345210,0.005345210,0.001000,0.002000
577,0.005330177,0.005330177,0.001000,0.001000
578,0.005315221,0.005315221,0.001000,0.001000
579,0.005300344,0.005300344,0.001000,0.002000
580,0.005285548,0.005285548,0.001000,0.002000
